date,closing,adjusted,evolution,quantity,volume
14/01/2021,25810,25810,-073,3363,8836585
13/01/2021,26000,26000,156,16,4161
12/01/2021,25600,25600,000,0,0
08/01/2021,25600,25600,020,300,76868
07/01/2021,25550,25550,-020,304,776323
06/01/2021,25600,25600,039,14476,3692855
05/01/2021,25500,25500,000,5010,1277540
04/01/2021,25500,25500,000,0,0
31/12/2020,25500,25500,-116,1737,44458155
30/12/2020,25800,25800,019,6182,1594933
29/12/2020,25750,25750,049,50,1286235
28/12/2020,25625,25625,-068,638,1634875
25/12/2020,25800,25800,-373,12131,313594905
24/12/2020,26800,26800,-074,2879,772192
23/12/2020,27000,27000,000,917,247544
22/12/2020,27000,27000,385,531,14205315
21/12/2020,26000,26000,-370,616,1609873
18/12/2020,27000,27000,189,8171,216143705
17/12/2020,26500,26500,144,4029,10533122
16/12/2020,26125,26125,048,564,14718665
15/12/2020,26000,26000,000,20,5200
14/12/2020,26000,26000,000,50,13000
11/12/2020,26000,26000,156,1415,367393
10/12/2020,25600,25600,155,8897,2260965
09/12/2020,25210,25210,004,150,37808
08/12/2020,25200,25200,000,0,0
07/12/2020,25200,25200,000,0,0
04/12/2020,25200,25200,-118,843,212436
03/12/2020,25500,25500,079,2722,6941055
02/12/2020,25300,25300,-037,241,60973
01/12/2020,25395,25395,323,36,91702
30/11/2020,24600,24600,000,0,0
27/11/2020,24600,24600,-184,6880,17173636
26/11/2020,25060,25060,-287,1358,3430745
25/11/2020,25800,25800,320,16601,42301022
24/11/2020,25000,25000,002,9972,249355195
23/11/2020,24995,24995,000,0,0
20/11/2020,24995,24995,194,7142,17840576
19/11/2020,24520,24520,-192,133,32818
17/11/2020,25000,25000,075,220,549606
16/11/2020,24815,24815,-074,8,198445
13/11/2020,25000,25000,000,45,11245
12/11/2020,25000,25000,000,0,0
11/11/2020,25000,25000,000,30,7500
10/11/2020,25000,25000,000,1208,301736
09/11/2020,25000,25000,331,33112,82504095
05/11/2020,24200,24200,-122,12659,306375885
04/11/2020,24500,24500,000,422,103390
03/11/2020,24500,24500,000,0,0
02/11/2020,24500,24500,000,60,14700
28/10/2020,24500,24500,-043,1236,302820
27/10/2020,24605,24605,-047,13183,32536765
26/10/2020,24720,24720,049,40,9888
23/10/2020,24600,24600,-081,69,170448
22/10/2020,24800,24800,081,500,124000
21/10/2020,24600,24600,000,21,5166
20/10/2020,24600,24600,-040,200,49200
19/10/2020,24700,24700,-048,10249,25314375
16/10/2020,24820,24820,000,585,145368
15/10/2020,24820,24820,-008,5360,1331897
14/10/2020,24840,24840,-004,20550,51066307
13/10/2020,24850,24850,000,16,3976
12/10/2020,24850,24850,-020,10140,2519515
09/10/2020,24900,24900,163,20250,5041750
